,Unnamed: 0,text,intent,intentId,labels,scores
123,1806,What is the best way to recursively set the user who owns files and folders on GD?,How can I recursively set ownership of Google Drive files and folders?,115,114,5
124,1890,PGP in gmail.,How can I encrypt emails sent through Gmail?,120,119,5
125,1436,Is there a method of exporting for downloading the whole folder that I'm interested in from dropbox using just a browser?,Is there an easy way to download entire folders from the Dropbox website?,93,92,5
126,439,Contacting someone on github.,Any way to contact a user on Github?,27,26,5
127,466,Is it possible to play a sequence of videos published on youtube by the same person?,Play all YouTube videos uploaded by one user,29,28,5
128,482,Can I create a direct link to zip (without view) in google drive.,"In Google Drive, how can you link directly to “Download” a zip file and not view the contents?",30,29,5
129,1597,Moving my bookmarks to a new computer.,Is there a way for to store bookmarks and favorites so that I can access from more than a single computer?,103,102,5
130,553,"I tried removing all the variables except the q string. It seems to work fine. One thing to note is that Google uses the # symbol, instead of ? which you normally see with query strings.  So, as an example, the URL would be: http://google.com/#q=my+query",How do I share a search query from Google?,34,33,5
131,296,Is it possible to search gmail with a disjunction of two conditions?,How to specify “OR” conditions for Gmail filter,18,17,5
132,1671,"You can just use words to spell out the symbols and do the search that way.  i.e. for += , you can search for plus equal .  Google seems to do the right thing when you search this way.",How can I search for a keyword with special characters in Google Search?,107,106,5
133,1938,"Or after you have added your starting and end point instead of using the ""Car"" as your method of travel, switch it to ""Walking"" and the plus sign shows up, put in all your destination, rearrange them whatever you need to do, then switch it back to Car and now you have all your stop points with actual addresses and estimated travel time.  Works for me like a charm, just had to do it today.",How can I add multiple destinations in new Google Maps?,123,122,5
134,616,"I've made a google spreadsheet with a large number of sheets, now i'd like to send a link to a specific one. How do I do it?",Link to specific sheet in Google spreadsheet,38,37,5
135,720,Is a gmail mail mandatory to use google's mailing lists.,How can I subscribe to a Google mailing list with a non-Google e-mail address?,45,44,5
136,528,Can I constrain my search on tweets to only those of a single user.,How do I search within someone's tweets?,33,32,5
137,475,You could also use this site here: http://youtube.nestharion.de  It creates a playlist with all the videos from a user and plays them continually.,Play all YouTube videos uploaded by one user,29,28,5
138,1255,"In the left pane there should be an ""All Mail"" option. If there isn't, expand the down arrow that should say something like ""6 more"" (see screenshot below), and click All Mail. Select them and you can move them back to the inbox if desired.",Where do my emails go when I click on 'Archive' in Gmail?,80,79,5
139,1441,"I need to dowload an entire folder from my dropbox web interface, is there an option for this?",Is there an easy way to download entire folders from the Dropbox website?,93,92,5
140,1210,Linking to a particular page of a google doc.,Is there a way to create a link to a particular position inside a Google Doc?,77,76,5
141,76,Can I write google docs using markdown.,How can Google Docs and markdown play nice?,6,5,5
142,1764,I've been watching my friends search for a while..a little OCD... LOL  and when I search someone who is a friend on facebook and one who is not a friend the most recent searched person moves to the top. I stopped looking at the one who is not a facebook friend expecting him to move down the list and he did for a while staying steady in the same spot for months then he went to the top of my list for weeks...This happened many times so I finally asked him about it and he denies looking at my profile but I don't believe him.  it seems as though facebook keeps track of who you search first then who searches you(unless they look a lot then they go to the 1st position) then anyone you private message then ones you have the most interaction with.,How does Facebook guess results when you search for someone?,112,111,5
143,695,Locating mails with no reply in gmail.,Search in Gmail - How to search the mails without reply?,43,42,5
